Date,Algerian dinar (DZD),Australian dollar(1),Botswana pula(1),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Czech koruna (CZK),Danish krone (DKK),Euro(1),Indian rupee (INR),Israeli New Shekel (ILS),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),Mauritian rupee (MUR),Mexican peso (MXN),New Zealand dollar(1),Norwegian krone (NOK),Omani rial (OMR),Peruvian sol (PEN),Philippine peso (PHP),Polish zloty (PLN),Qatari riyal (QAR),Russian ruble (RUB),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound(1),U.S. dollar (USD),Uruguayan peso (UYU),Australian dollar (AUD),Bahrain dinar (BHD),Bolivar Fuerte (VEF),Bolivar Soberano (VES),Botswana pula (BWP),Colombian peso (COP),Euro (EUR),Hungarian forint (HUF),Icelandic krona (ISK),Indonesian rupiah (IDR),Iranian rial (IRR),Kazakhstani tenge (KZT),Libyan dinar (LYD),Nepalese rupee (NPR),New Zealand dollar (NZD),Pakistani rupee (PKR),Sri Lankan rupee (LKR),Tunisian dinar (TND),U.K. pound (GBP)
2024-09-24,132.4117,0.6839,0.076,5.4696,1.2901,1.3468,924.81,7.0371,22.585,6.6982,1.1133,83.6319,3.773,143.7,"1,335.500000",0.305,4.173,46.0393,19.3562,0.6266,10.4303,0.3845,3.761,55.795,3.83,3.64,92.8622,3.75,1.2901,17.4053,10.1442,0.8481,32.938,6.7796,3.6725,1.3365,1.0,42.254,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-23,132.4988,0.6828,0.076,5.544,1.2918,1.351,927.15,7.0579,22.597,6.7075,1.1119,83.5128,3.779,142.64,"1,329.900000",0.3049,4.2125,46.1659,19.415,0.6234,10.5099,0.3845,3.761,55.555,3.8571,3.64,92.92,3.75,1.2918,17.4053,10.2185,0.8494,32.921,6.7796,3.6725,1.3302,1.0,42.104,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-20,132.2783,0.6818,0.0759,5.4769,1.2898,1.3565,923.37,7.0526,22.459,6.6801,1.1166,83.4922,3.765,142.64,"1,331.800000",0.305,4.1815,46.1954,19.3725,0.6234,10.5078,0.3845,3.747,55.749,3.8317,3.64,92.5848,3.75,1.2898,17.5715,10.1926,0.8492,33.077,6.7822,3.6725,1.3284,1.0,41.677,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-19,132.1334,0.6801,0.0757,5.4183,1.2953,1.3563,923.37,7.0701,22.483,6.6863,1.1156,83.6172,3.759,143.54,"1,331.000000",0.305,4.253,46.001,19.2773,0.6202,10.4588,0.3845,3.744,55.783,3.8249,3.64,92.6962,3.75,1.2953,17.467,10.1448,0.8457,33.325,6.7726,3.6725,1.3294,1.0,41.599,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-18,132.2638,0.6761,0.0756,5.4761,1.2941,1.359,923.37,7.0907,22.537,6.7074,1.1124,83.8302,3.773,141.58,"1,339.600000",0.3048,4.243,46.0992,19.3033,0.6206,10.5855,0.3845,3.757,55.764,3.8358,3.64,91.6712,3.75,1.2941,17.5528,10.1798,0.843,33.335,6.7767,3.6725,1.3212,1.0,41.307,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-17,132.2747,0.6748,0.0756,5.5004,1.2949,1.3596,923.37,7.0968,22.55,6.6991,1.1139,83.8302,3.745,140.7,"1,339.600000",0.3048,4.281,45.9981,19.267,0.6191,10.5831,0.3845,3.772,55.888,3.8354,3.64,91.4292,3.75,1.2949,17.6419,10.1665,0.8447,33.275,6.7685,3.6725,1.3212,1.0,41.063,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-16,132.2348,0.6727,0.0754,5.5201,1.2954,1.3593,925.61,7.0968,22.59,6.7069,1.1126,83.918,3.742,141.5,"1,339.600000",0.3048,4.3175,46.3287,19.2483,0.6156,10.5878,0.3845,3.779,56.015,3.8438,3.64,91.1423,3.75,1.2954,17.6494,10.1739,0.8448,33.2,6.759,3.6725,1.3194,1.0,40.956,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-13,132.2158,0.6722,0.0752,5.5711,1.2989,1.3586,933.57,7.0968,22.682,6.7347,1.1081,83.918,3.707,141.5,"1,339.600000",0.3052,4.3175,46.1913,19.2483,0.618,10.6935,0.3845,3.763,56.069,3.8659,3.64,90.9345,3.75,1.2989,17.7564,10.2549,0.8484,33.319,6.7478,3.6725,1.3127,1.0,40.767,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-12,132.6036,0.6693,0.0748,5.6548,1.304,1.3591,943.44,7.1242,22.796,6.7738,1.1016,83.9843,3.753,142.76,"1,340.300000",0.3052,4.3335,46.4629,19.5887,0.6132,10.8333,0.3845,3.766,56.132,3.9025,3.64,91.1096,3.75,1.304,17.9737,10.3613,0.8541,33.743,6.7533,3.6725,1.3052,1.0,41.071,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-11,132.4112,0.6659,0.075,5.6381,1.3024,1.3589,948.85,7.1136,22.724,6.7576,1.1043,83.9508,3.768,141.0,"1,344.300000",0.305,4.337,46.3343,19.839,0.6149,10.8096,0.3845,3.786,56.487,3.8816,3.64,91.2653,3.75,1.3024,17.862,10.355,0.8463,33.611,6.7331,3.6725,1.3088,1.0,41.027,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-10,132.5096,0.6668,0.0749,5.6248,1.3057,1.3599,946.22,7.1204,22.706,6.7648,1.1031,83.975,3.763,143.48,"1,339.500000",0.305,4.36,46.156,20.0583,0.6138,10.7896,0.3845,3.814,56.295,3.8798,3.64,91.1127,3.75,1.3057,17.9271,10.3667,0.8475,33.852,6.7354,3.6725,1.31,1.0,40.437,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-09,132.4169,0.6668,0.0749,5.6091,1.3026,1.3561,943.18,7.1126,22.682,6.7569,1.1043,83.9425,3.752,142.74,"1,330.400000",0.3048,4.3475,46.2926,19.8798,0.6184,10.8127,0.3845,3.802,55.962,3.8758,3.64,90.3853,3.75,1.3026,17.9356,10.3731,0.8488,33.83,6.7264,3.6725,1.308,1.0,40.389,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-06,132.3378,0.6724,0.0754,5.5696,1.2994,1.3545,941.54,7.0853,22.542,6.7207,1.1103,83.9308,3.704,142.3,"1,335.800000",0.305,4.3325,46.1951,20.0172,0.622,10.6291,0.3845,3.779,56.373,3.8489,3.64,89.8225,3.75,1.2994,17.7112,10.2403,0.8422,33.543,6.7606,3.6725,1.3168,1.0,40.346,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-05,132.6301,0.6723,0.0751,5.6043,1.3029,1.3514,937.86,7.1005,22.536,6.7235,1.1097,83.9825,3.693,143.75,"1,342.000000",0.305,4.3475,46.3221,20.0028,0.6196,10.624,0.3845,3.789,56.566,3.8487,3.64,89.7044,3.75,1.3029,17.7627,10.2726,0.8463,33.818,6.7641,3.6725,1.3166,1.0,40.333,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-04,132.9846,0.6704,0.0747,5.6353,1.3071,1.3525,926.22,7.112,22.708,6.7516,1.105,83.9682,3.722,145.25,"1,341.000000",0.3051,4.3475,46.704,19.846,0.6178,10.6833,0.3845,3.793,56.636,3.8738,3.64,88.9288,3.75,1.3071,17.9413,10.3267,0.85,34.233,6.7287,3.6725,1.3114,1.0,40.367,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-09-03,133.231,0.6741,0.0748,5.6218,1.3088,1.3548,915.14,7.1162,22.711,6.7599,1.1035,83.9525,3.671,147.1,"1,338.800000",0.3051,4.379,46.8362,19.8335,0.6224,10.7553,0.3845,3.771,56.4704,3.8701,3.64,90.5059,3.75,1.3088,17.8829,10.3054,0.852,34.257,6.7639,3.6725,1.3116,1.0,40.333,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-30,133.7616,0.6806,0.0753,5.6556,1.3032,1.3491,917.38,7.0856,22.577,6.7276,1.1087,83.8709,3.656,144.76,"1,335.300000",0.3048,4.3155,46.6989,19.6535,0.6268,10.5186,0.3845,3.739,56.289,3.8644,3.64,91.1868,3.75,1.3032,17.6113,10.2241,0.849,33.976,6.7271,3.6725,1.3172,1.0,40.335,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-29,133.8964,0.6807,0.0753,5.6352,1.3019,1.3474,912.08,7.1078,22.579,6.7269,1.1088,83.8899,3.665,144.43,"1,334.700000",0.3048,4.3255,46.6988,19.6037,0.6284,10.4987,0.3845,3.739,56.253,3.867,3.64,91.4548,3.75,1.3019,17.7252,10.1915,0.8435,34.001,6.7395,3.6725,1.3192,1.0,40.347,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-28,133.6267,0.6789,0.0753,5.5309,1.3029,1.3471,907.32,7.1285,22.541,6.7098,1.1117,83.9671,3.668,144.22,"1,330.400000",0.3048,4.3435,46.516,19.6037,0.624,10.5352,0.3845,3.735,56.253,3.8539,3.64,91.4449,3.75,1.3029,17.7755,10.1915,0.8432,33.993,6.7511,3.6725,1.3218,1.0,40.25,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-27,133.8961,0.6787,0.0754,5.4963,1.3044,1.346,907.35,7.1304,22.434,6.6842,1.1162,83.9424,3.684,144.71,"1,323.900000",0.3048,4.355,46.516,19.6692,0.6214,10.5026,0.3845,3.74,56.329,3.8331,3.64,91.4807,3.75,1.3044,17.767,10.1915,0.8466,34.062,6.7429,3.6725,1.3216,1.0,40.279,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-26,134.0978,0.6776,0.0753,5.4915,1.3017,1.3481,911.01,7.1208,22.421,6.6837,1.1163,83.8504,3.666,143.5,"1,340.100000",0.3047,4.347,46.1302,19.382,0.6224,10.5514,0.3845,3.745,56.448,3.8284,3.64,91.7745,3.75,1.3017,17.805,10.215,0.8464,33.983,6.7393,3.6725,1.3122,1.0,40.239,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-23,134.11,0.672,0.0748,5.5257,1.3079,1.3529,919.94,7.1377,22.544,6.7094,1.1121,83.8746,3.704,146.12,"1,335.900000",0.3049,4.38,46.3071,19.0708,0.6155,10.6124,0.3845,3.739,56.448,3.8453,3.64,91.6012,3.75,1.3079,17.9553,10.2828,0.8518,34.344,6.7684,3.6725,1.3122,1.0,40.251,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-22,133.8428,0.674,0.075,5.5518,1.3066,1.3602,918.97,7.1336,22.543,6.7013,1.1135,83.9569,3.724,145.35,"1,332.400000",0.3049,4.3825,46.4151,19.4235,0.615,10.5689,0.3845,3.754,56.448,3.8456,3.64,91.2881,3.75,1.3066,17.9185,10.2308,0.8514,34.341,6.7579,3.6725,1.312,1.0,40.348,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-21,133.8722,0.6742,0.075,5.4701,1.3063,1.3592,922.58,7.1368,22.581,6.7124,1.1116,83.9183,3.722,145.0,"1,332.000000",0.305,4.377,46.3562,19.2535,0.6152,10.5101,0.3845,3.737,56.834,3.8565,3.64,91.6862,3.75,1.3063,17.8526,10.2357,0.8554,34.207,6.7536,3.6725,1.3041,1.0,40.338,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-20,133.9307,0.6719,0.0752,5.4541,1.3096,1.3627,929.36,7.1419,22.701,6.7325,1.1084,83.7804,3.694,146.4,"1,337.800000",0.3053,4.3745,46.3875,18.9448,0.6125,10.54,0.3845,3.739,56.834,3.8506,3.64,90.6944,3.75,1.3096,17.7933,10.2693,0.8597,34.285,6.7515,3.6725,1.3004,1.0,40.261,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-19,134.1857,0.6684,0.0749,5.4231,1.3114,1.3651,933.84,7.1408,22.8,6.7581,1.1041,83.9201,3.701,147.86,"1,360.100000",0.3053,4.3715,46.3147,18.7357,0.607,10.6281,0.3845,3.726,57.197,3.8682,3.64,89.5428,3.75,1.3114,17.7984,10.404,0.8653,34.452,6.7384,3.6725,1.295,1.0,40.244,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-16,134.4104,0.663,0.0746,5.4626,1.3209,1.3707,931.39,7.1721,22.961,6.787,1.0994,83.9561,3.683,148.95,"1,361.400000",0.3055,4.438,46.4187,18.6228,0.6002,10.75,0.3845,3.738,57.036,3.8914,3.64,88.9062,3.75,1.3209,17.9446,10.4998,0.868,35.09,6.7304,3.6725,1.291,1.0,40.331,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-15,134.1821,0.662,0.0744,5.4645,1.3177,1.3715,932.28,7.1578,22.885,6.7719,1.1011,83.9366,3.715,147.28,"1,370.300000",0.3055,4.439,46.6455,18.6513,0.5993,10.6671,0.3845,3.731,56.959,3.8963,3.64,88.796,3.75,1.3177,18.0194,10.4564,0.8662,35.087,6.7526,3.6725,1.2854,1.0,40.33,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-14,134.2071,0.6634,0.0743,5.4496,1.3177,1.3711,932.28,7.1465,22.873,6.7719,1.1019,83.9366,3.731,147.05,"1,370.300000",0.3055,4.431,46.6455,18.8478,0.6033,10.6784,0.3845,3.737,57.135,3.8963,3.64,90.0055,3.75,1.3177,18.0858,10.4223,0.8627,34.958,6.7598,3.6725,1.2843,1.0,40.269,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-13,134.4209,0.6594,0.074,5.4869,1.3238,1.3723,931.96,7.1722,23.055,6.8265,1.0931,83.9696,3.77,147.28,"1,367.700000",0.3057,4.453,46.6762,19.0387,0.6028,10.7922,0.3845,3.746,57.327,3.9314,3.64,92.6592,3.75,1.3238,18.1937,10.526,0.867,35.159,6.7621,3.6725,1.2784,1.0,40.395,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-12,134.4559,0.6582,0.0739,5.4905,1.3247,1.3738,932.62,7.1778,23.06,6.8309,1.0925,83.9691,3.77,147.54,"1,369.400000",0.3057,4.446,46.4926,19.032,0.601,10.7776,0.3845,3.739,57.308,3.9488,3.64,89.9475,3.75,1.3247,18.2456,10.5204,0.8683,35.243,6.7624,3.6725,1.2761,1.0,40.285,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-09,134.491,0.6592,0.0738,5.5109,1.3246,1.3732,937.18,7.1742,23.12,6.8354,1.0917,83.9,3.742,147.54,"1,377.700000",0.3056,4.4635,46.5102,18.8368,0.602,10.8359,0.3845,3.725,57.443,3.9604,3.64,87.992,3.75,1.3246,18.3673,10.5299,0.8647,35.243,6.7701,3.6725,1.2744,1.0,40.207,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-08,134.4895,0.6552,0.0738,5.6166,1.3246,1.3743,943.96,7.1611,23.117,6.827,1.093,83.9584,3.792,146.05,"1,376.400000",0.3056,4.4615,46.6975,19.09,0.5998,10.8715,0.3845,3.726,57.69,3.952,3.64,86.5621,3.75,1.3246,18.3673,10.5174,0.8579,35.454,6.7713,3.6725,1.2692,1.0,40.296,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-07,134.5714,0.6551,0.0737,5.6087,1.3284,1.3739,947.18,7.1844,23.142,6.8327,1.0922,83.9519,3.784,144.75,"1,372.200000",0.3057,4.506,46.6612,19.189,0.5996,10.7865,0.3845,3.729,57.91,3.9526,3.64,85.9543,3.75,1.3284,18.3512,10.4592,0.8628,35.619,6.7646,3.6725,1.2716,1.0,40.405,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-06,134.5466,0.6511,0.0737,5.6522,1.3249,1.3794,957.57,7.1461,23.187,6.8372,1.0915,83.9078,3.843,145.02,"1,360.600000",0.3054,4.4675,46.5948,19.33,0.5954,10.9945,0.3845,3.744,57.841,3.9467,3.64,85.1646,3.75,1.3249,18.4979,10.59,0.8544,35.429,6.74,3.6725,1.2688,1.0,40.501,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-05,134.4061,0.6515,0.0738,5.764,1.3228,1.3858,951.11,7.1442,23.051,6.8035,1.0966,83.839,3.824,145.65,"1,372.800000",0.3052,4.4075,46.6315,19.3905,0.595,11.044,0.3845,3.744,58.233,3.9331,3.64,84.9471,3.75,1.3228,18.4953,10.518,0.8491,35.211,6.7471,3.6725,1.2758,1.0,40.631,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-02,134.5329,0.6515,0.0738,5.736,1.3365,1.3858,938.94,7.215,23.317,6.887,1.0835,83.7375,3.807,149.42,"1,365.900000",0.3055,4.539,47.0328,19.0442,0.5944,11.0097,0.3845,3.74,58.315,3.9672,3.64,85.7024,3.75,1.3365,18.2067,10.6916,0.8704,35.472,6.7399,3.6725,1.2738,1.0,40.459,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-08-01,134.5154,0.6534,0.0739,5.6675,1.3356,1.3846,943.78,7.2426,23.595,6.9157,1.0789,83.7251,3.792,149.55,"1,380.100000",0.3055,4.5595,46.9166,18.706,0.5953,10.8875,0.3845,3.733,58.488,3.9802,3.64,85.7833,3.75,1.3356,18.2555,10.6794,0.8784,35.482,6.7368,3.6725,1.277,1.0,40.348,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-31,134.4339,0.6491,0.0737,5.6615,1.3434,1.3809,956.58,7.2226,23.509,6.8915,1.0828,83.744,3.767,152.4,"1,384.600000",0.3056,4.606,46.8121,18.597,0.5909,10.9138,0.3845,3.712,58.645,3.9689,3.64,86.1091,3.75,1.3434,18.2703,10.7245,0.8808,35.723,6.7293,3.6725,1.2841,1.0,40.274,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-30,134.5285,0.6556,0.0734,5.6526,1.3436,1.3851,956.63,7.2539,23.487,6.8938,1.0824,83.7328,3.733,154.04,"1,382.000000",0.3057,4.6295,46.9016,18.79,0.587,10.9835,0.3845,3.726,58.411,3.9567,3.64,86.33,3.75,1.3436,18.3149,10.7964,0.8856,35.982,6.7172,3.6725,1.2856,1.0,40.282,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-29,134.4644,0.6552,0.0738,5.6473,1.3418,1.3852,950.29,7.2567,23.454,6.8989,1.0817,83.7371,3.733,153.78,"1,385.400000",0.3056,4.64,46.9545,18.6818,0.5899,11.0155,0.3845,3.757,58.444,3.9556,3.64,85.565,3.75,1.3418,18.3702,10.8408,0.8844,36.135,6.7392,3.6725,1.2846,1.0,40.281,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-26,134.3886,0.6555,0.0737,5.6459,1.343,1.383,947.39,7.2498,23.368,6.8716,1.086,83.7272,3.653,153.99,"1,385.400000",0.3054,4.6625,46.9178,18.4475,0.5893,10.9917,0.3845,3.757,58.389,3.9415,3.64,85.565,3.75,1.343,18.5085,10.8034,0.8836,36.135,6.7302,3.6725,1.2874,1.0,40.261,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-25,134.5581,0.6546,0.0735,5.6396,1.3438,1.3819,948.79,7.2265,23.385,6.8772,1.0851,83.7075,3.653,153.25,"1,385.100000",0.3054,4.6693,47.0194,18.385,0.5923,11.1349,0.3845,3.757,58.389,3.9619,3.64,85.41,3.75,1.3438,18.5085,10.8506,0.8785,36.163,6.756,3.6725,1.2876,1.0,40.28,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-24,134.6922,0.6595,0.0735,5.634,1.3457,1.3794,946.69,7.2753,23.453,6.8785,1.0848,83.7028,3.627,155.85,"1,385.100000",0.3056,4.6735,47.005,18.3458,0.5936,11.0085,0.3845,3.769,58.389,3.9498,3.64,86.5502,3.75,1.3457,18.3816,10.7739,0.8869,36.11,6.7719,3.6725,1.2908,1.0,40.243,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-23,134.5554,0.6633,0.0737,5.5801,1.3443,1.3768,949.1,7.2744,23.366,6.8702,1.086,83.6625,3.626,156.72,"1,388.600000",0.3056,4.6715,46.8099,18.0987,0.597,11.0161,0.3845,3.749,58.43,3.9355,3.64,87.299,3.75,1.3443,18.3809,10.7491,0.8911,36.253,6.7689,3.6725,1.2902,1.0,40.173,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-22,134.4679,0.6663,0.0736,5.5592,1.345,1.3755,943.77,7.2737,23.185,6.8531,1.0888,83.6654,3.631,157.45,"1,386.600000",0.3056,4.6835,46.9094,17.9107,0.6006,10.9446,0.3845,3.749,58.348,3.9307,3.64,87.7805,3.75,1.345,18.2516,10.681,0.8875,36.228,6.7686,3.6725,1.294,1.0,40.116,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-19,134.462,0.6701,0.0737,5.5537,1.3442,1.3727,940.15,7.2675,23.195,6.8512,1.089,83.6405,3.662,157.38,"1,379.900000",0.3054,4.6775,46.941,17.997,0.6028,10.859,0.3845,3.736,58.264,3.9461,3.64,88.0206,3.75,1.3442,18.35,10.6612,0.8895,36.228,6.7501,3.6725,1.2922,1.0,40.454,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
2024-07-18,134.2287,0.6739,0.074,5.542,1.3409,1.3696,921.91,7.2582,23.131,6.8255,1.093,83.6393,3.636,155.75,"1,381.500000",0.3054,4.6655,46.697,17.8907,0.6072,10.7484,0.3845,3.728,58.347,3.9296,3.64,87.8754,3.75,1.3409,18.176,10.5524,0.8836,35.962,6.7555,3.6725,1.2992,1.0,40.284,1.3196,0.376,9.975,562.57,10.4822,2967.28,0.8618,256.46,112.665,13368.0,32428.3182,333.29,1.9324,101.89,1.4154,105.4158,151.6,2.3591,0.7265
