Date,Algerian dinar (DZD),Australian dollar(1),Botswana pula(1),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Czech koruna (CZK),Danish krone (DKK),Euro(1),Indian rupee (INR),Israeli New Shekel (ILS),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),Mauritian rupee (MUR),Mexican peso (MXN),New Zealand dollar(1),Norwegian krone (NOK),Omani rial (OMR),Peruvian sol (PEN),Philippine peso (PHP),Polish zloty (PLN),Qatari riyal (QAR),Russian ruble (RUB),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound(1),U.S. dollar (USD),Uruguayan peso (UYU),Australian dollar (AUD),Bahrain dinar (BHD),Bolivar Fuerte (VEF),Bolivar Soberano (VES),Botswana pula (BWP),Colombian peso (COP),Euro (EUR),Hungarian forint (HUF),Icelandic krona (ISK),Indonesian rupiah (IDR),Iranian rial (IRR),Kazakhstani tenge (KZT),Libyan dinar (LYD),Nepalese rupee (NPR),New Zealand dollar (NZD),Pakistani rupee (PKR),Sri Lankan rupee (LKR),Tunisian dinar (TND),U.K. pound (GBP)
2012-04-22,73.8762,0.6627,0.0739,1.8786,1.249,0.9936,486.07,6.297,19.076,5.6658,1.0844,52.23,3.764,81.3,1140.2,0.2778,3.0635,29.1425,13.2087,0.6126,5.7566,0.3845,2.651,42.679,3.1972,3.64,29.488,3.75,1.249,7.863,6.7246,0.9148,30.948,6.413,3.6725,1.2616,1.0,19.88,0.9672,0.376,4.2893,562.57,7.3855,1771.13,0.7616,227.18,126.57,9184.0,12260.0,147.96,1.9324,83.3,1.2229,90.8146,130.3336,1.5231,0.6217
2012-04-21,73.8762,0.6627,0.0739,1.8786,1.249,0.9936,486.07,6.297,19.076,5.6658,1.0844,52.23,3.764,81.3,1140.2,0.2778,3.0635,29.1425,13.2087,0.6126,5.7566,0.3845,2.651,42.679,3.1972,3.64,29.488,3.75,1.249,7.863,6.7246,0.9148,30.948,6.413,3.6725,1.2616,1.0,19.88,0.9672,0.376,4.2893,562.57,7.3855,1771.13,0.7616,227.18,126.57,9184.0,12260.0,147.96,1.9324,83.3,1.2229,90.8146,130.3336,1.5231,0.6217
2012-04-20,73.7633,0.6627,0.0739,1.8867,1.2513,0.9911,488.96,6.3042,18.882,5.6388,1.0844,52.0,3.757,81.63,1140.5,0.2782,3.07,29.1159,13.1171,0.6126,5.7209,0.3845,2.651,42.649,3.1828,3.64,29.5214,3.75,1.2513,7.8123,6.7288,0.9109,30.913,6.4012,3.6725,1.2616,1.0,19.905,0.9675,0.376,4.2893,562.57,7.3692,1776.06,0.758,225.43,126.3,9184.0,12260.0,147.76,1.9324,82.92,1.2274,90.7352,129.4492,1.5198,0.6208
2012-04-19,73.8939,0.6627,0.0739,1.8694,1.2519,0.9927,487.32,6.3004,18.982,5.6846,1.0844,51.89,3.762,81.5,1136.6,0.2782,3.0678,29.1123,13.2288,0.6126,5.7684,0.3845,2.654,42.632,3.1879,3.64,29.5122,3.75,1.2519,7.8498,6.7307,0.9163,30.898,6.3973,3.6725,1.2616,1.0,19.904,0.9658,0.376,4.2893,562.57,7.4019,1774.21,0.7642,226.64,126.3,9182.0,12260.0,147.64,1.9324,82.5,1.2256,90.7505,128.4717,1.5319,0.6238
2012-04-18,73.915,0.6627,0.0739,1.8454,1.2486,0.9902,485.83,6.2948,18.948,5.6816,1.0844,51.5,3.769,81.38,1138.9,0.2782,3.0625,29.1523,13.1322,0.6126,5.7683,0.3845,2.654,42.708,3.1902,3.64,29.4978,3.75,1.2486,7.823,6.7632,0.9192,30.801,6.3814,3.6725,1.2616,1.0,19.941,0.9614,0.376,4.2893,562.57,7.4019,1769.07,0.7638,227.09,127.33,9177.0,12260.0,147.54,1.9324,82.4,1.2164,90.6929,128.3681,1.5199,0.6257
2012-04-17,74.0631,0.6627,0.0739,1.8373,1.2508,0.9878,486.95,6.2896,18.889,5.6653,1.0844,51.63,3.754,80.42,1137.7,0.2781,3.0655,29.1653,13.0816,0.6126,5.7474,0.3845,2.655,42.753,3.1872,3.64,29.6368,3.75,1.2508,7.819,6.7739,0.9145,30.821,6.4055,3.6725,1.2616,1.0,19.717,0.9692,0.376,4.2893,562.57,7.3692,1775.67,0.7615,226.5,126.85,9178.0,12260.0,147.5,1.9324,82.6,1.2194,90.7388,127.5509,1.5339,0.6268
2012-04-16,74.1727,0.6627,0.0739,1.8364,1.2535,1.0024,484.58,6.296,19.038,5.7117,1.0844,51.66,3.754,80.5,1134.1,0.2786,3.0713,29.1478,13.2168,0.6126,5.7993,0.3845,2.656,42.67,3.2289,3.64,29.7614,3.75,1.2535,7.9612,6.8258,0.9227,30.821,6.4115,3.6725,1.2616,1.0,19.598,0.968,0.376,4.2893,562.57,7.4571,1777.12,0.7678,229.73,127.88,9173.0,12260.0,147.63,1.9324,82.07,1.2146,90.7528,128.9413,1.529,0.6315
2012-04-15,74.1727,0.6627,0.0739,1.8364,1.2535,1.0024,484.58,6.296,19.038,5.7117,1.0844,51.66,3.754,80.5,1134.1,0.2786,3.0713,29.1478,13.2168,0.6126,5.7993,0.3845,2.656,42.67,3.2289,3.64,29.7614,3.75,1.2535,7.9612,6.8258,0.9227,30.821,6.4115,3.6725,1.2616,1.0,19.598,0.968,0.376,4.2893,562.57,7.4571,1777.12,0.7678,229.73,127.88,9173.0,12260.0,147.63,1.9324,82.07,1.2146,90.7528,128.9413,1.529,0.6315
2012-04-14,74.1727,0.6627,0.0739,1.8364,1.2535,1.0024,484.58,6.296,19.038,5.7117,1.0844,51.66,3.754,80.5,1134.1,0.2786,3.0713,29.1478,13.2168,0.6126,5.7993,0.3845,2.656,42.67,3.2289,3.64,29.7614,3.75,1.2535,7.9612,6.8258,0.9227,30.821,6.4115,3.6725,1.2616,1.0,19.598,0.968,0.376,4.2893,562.57,7.4571,1777.12,0.7678,229.73,127.88,9173.0,12260.0,147.63,1.9324,82.07,1.2146,90.7528,128.9413,1.529,0.6315
2012-04-13,74.1727,0.6627,0.0739,1.827,1.2485,0.9979,483.98,6.2879,18.824,5.6576,1.0844,51.42,3.754,80.98,1142.3,0.2781,3.0595,29.1416,13.1458,0.6126,5.7796,0.3845,2.657,42.68,3.1765,3.64,29.4711,3.75,1.2485,7.884,6.7614,0.9129,30.821,6.4156,3.6725,1.2616,1.0,19.546,0.9619,0.376,4.2893,562.57,7.4074,1778.78,0.7606,226.12,126.95,9174.0,12260.0,147.64,1.9324,82.27,1.2082,90.6454,128.9413,1.529,0.6279
2012-04-12,74.0878,0.6627,0.0739,1.8303,1.2562,0.995,487.37,6.2984,18.86,5.6553,1.0844,51.44,3.76,81.0,1137.9,0.2781,3.0705,29.1491,13.0736,0.6126,5.7858,0.3845,2.657,42.809,3.1818,3.64,29.569,3.75,1.2562,7.9391,6.783,0.9149,30.804,6.3979,3.6725,1.2616,1.0,19.546,0.9635,0.376,4.2893,562.57,7.4405,1787.66,0.7603,226.61,127.1,9173.0,12260.0,147.66,1.9324,82.43,1.2201,90.6987,128.9413,1.529,0.6266
2012-04-11,74.1728,0.6627,0.0739,1.8317,1.2608,1.0039,487.04,6.3018,18.903,5.6644,1.0844,51.55,3.758,80.74,1137.6,0.2782,3.0705,29.1896,13.1324,0.6126,5.7909,0.3845,2.664,42.798,3.2034,3.64,29.8033,3.75,1.2608,8.001,6.7908,0.9136,30.962,6.3808,3.6725,1.2616,1.0,19.488,0.9719,0.376,4.2893,562.57,7.4627,1793.3,0.7616,228.2,127.21,9170.0,12260.0,147.58,1.9324,82.05,1.2267,90.7096,126.6187,1.5261,0.6279
2012-04-10,74.2153,0.6627,0.0739,1.826,1.2595,1.0028,486.1,6.3048,18.899,5.6729,1.0844,51.2,3.744,81.77,1137.6,0.2782,3.0685,29.1978,13.1568,0.6126,5.7812,0.3845,2.666,42.821,3.1904,3.64,29.6359,3.75,1.2595,7.934,6.776,0.9195,30.948,6.3929,3.6725,1.2616,1.0,19.511,0.9692,0.376,4.2893,562.57,7.4349,1779.53,0.7625,226.29,128.36,9165.0,12260.0,147.52,1.9324,82.05,1.2176,90.7468,125.8002,1.5261,0.6321
2012-04-09,74.3215,0.6627,0.0739,1.8301,1.2608,0.9972,486.07,6.3021,18.899,5.6729,1.0844,51.28,3.744,81.48,1130.7,0.2785,3.0725,29.1314,12.9902,0.6126,5.7812,0.3845,2.666,42.821,3.1904,3.64,29.6358,3.75,1.2608,7.934,6.776,0.9195,30.948,6.3929,3.6725,1.2616,1.0,19.477,0.9692,0.376,4.2893,562.57,7.391,1772.5,0.7625,226.29,128.36,9168.0,12260.0,148.07,1.9324,81.79,1.2176,90.6104,125.4818,1.5261,0.6298
2012-04-08,74.3215,0.6627,0.0739,1.8301,1.2608,0.9972,486.07,6.3021,18.899,5.6729,1.0844,51.28,3.744,81.48,1130.7,0.2785,3.0725,29.1314,12.9902,0.6126,5.7812,0.3845,2.666,42.821,3.1904,3.64,29.6358,3.75,1.2608,7.934,6.776,0.9195,30.948,6.3929,3.6725,1.2616,1.0,19.477,0.9692,0.376,4.2893,562.57,7.391,1772.5,0.7625,226.29,128.36,9168.0,12260.0,148.07,1.9324,81.79,1.2176,90.6104,125.4818,1.5261,0.6298
2012-04-07,74.3215,0.6627,0.0739,1.8301,1.2608,0.9972,486.07,6.3021,18.899,5.6729,1.0844,51.28,3.744,81.48,1130.7,0.2785,3.0725,29.1314,12.9902,0.6126,5.7812,0.3845,2.666,42.821,3.1904,3.64,29.6358,3.75,1.2608,7.934,6.776,0.9195,30.948,6.3929,3.6725,1.2616,1.0,19.477,0.9692,0.376,4.2893,562.57,7.391,1772.5,0.7625,226.29,128.36,9168.0,12260.0,148.07,1.9324,81.79,1.2176,90.6104,125.4818,1.5261,0.6298
2012-04-06,74.6287,0.6627,0.0739,1.8301,1.2608,0.9972,486.07,6.3072,18.848,5.6729,1.0844,51.28,3.744,82.26,1129.5,0.2783,3.0625,29.1261,12.9902,0.6126,5.7812,0.3845,2.666,42.821,3.1814,3.64,29.4606,3.75,1.2608,7.934,6.776,0.9195,30.948,6.3929,3.6725,1.2616,1.0,19.477,0.9692,0.376,4.2893,562.57,7.391,1772.58,0.7625,226.12,128.36,9168.0,12260.0,148.29,1.9324,81.79,1.2176,90.587,125.4818,1.5254,0.6298
2012-04-05,74.6394,0.6627,0.0739,1.8316,1.2579,0.9928,483.78,6.3035,18.902,5.6729,1.0844,51.28,3.744,82.25,1127.8,0.2783,3.0635,28.9885,12.9902,0.6126,5.7812,0.3845,2.666,42.821,3.1678,3.64,29.4303,3.75,1.2579,7.846,6.701,0.9191,31.003,6.4118,3.6725,1.2616,1.0,19.477,0.9705,0.376,4.2893,562.57,7.391,1772.58,0.7652,226.0,128.36,9159.0,12260.0,148.11,1.9324,81.8,1.2265,90.4074,125.4679,1.5207,0.632
2012-04-04,74.49,0.6627,0.0739,1.8256,1.2571,0.9962,482.17,6.3035,18.714,5.661,1.0844,51.05,3.745,82.85,1123.4,0.2782,3.0615,28.9265,12.8155,0.6126,5.7409,0.3845,2.666,42.663,3.1503,3.64,29.4285,3.75,1.2571,7.826,6.6687,0.9141,30.964,6.4159,3.6725,1.2616,1.0,19.487,0.9725,0.376,4.2893,562.57,7.3746,1767.84,0.7609,223.98,127.32,9158.0,12260.0,148.04,1.9324,81.1,1.2229,90.4387,126.6993,1.5055,0.63
2012-04-03,74.1274,0.6627,0.0739,1.8314,1.2515,0.991,485.76,6.3035,18.49,5.588,1.0844,50.56,3.723,81.85,1128.1,0.2774,3.048,28.8941,12.7317,0.6126,5.6778,0.3845,2.667,42.777,3.099,3.64,29.2944,3.75,1.2515,7.6898,6.5904,0.9021,30.806,6.4114,3.6725,1.2616,1.0,19.482,0.9614,0.376,4.2893,562.57,7.2674,1779.13,0.751,220.71,126.37,9145.0,12260.0,147.92,1.9324,81.4,1.212,90.6013,128.2978,1.5055,0.6243
2012-04-02,74.1345,0.6627,0.0739,1.8221,1.2553,0.9917,487.44,6.3035,18.597,5.5865,1.0844,50.56,3.723,83.0,1134.2,0.2777,3.056,28.8982,12.7691,0.6126,5.669,0.3845,2.666,42.934,3.1017,3.64,29.3479,3.75,1.2553,7.6575,6.6046,0.9027,30.808,6.4114,3.6725,1.2616,1.0,19.501,0.9624,0.376,4.2893,562.57,7.2622,1792.07,0.7508,219.98,126.4,9163.0,12260.0,147.77,1.9324,81.4,1.2154,90.742,128.1742,1.505,0.6234
2012-04-01,74.1345,0.6627,0.0739,1.8221,1.2553,0.9917,487.44,6.3035,18.597,5.5865,1.0844,50.56,3.723,83.0,1134.2,0.2777,3.056,28.8982,12.7691,0.6126,5.669,0.3845,2.666,42.934,3.1017,3.64,29.3479,3.75,1.2553,7.6575,6.6046,0.9027,30.808,6.4114,3.6725,1.2616,1.0,19.501,0.9624,0.376,4.2893,562.57,7.2622,1792.07,0.7508,219.98,126.4,9163.0,12260.0,147.77,1.9324,81.4,1.2154,90.742,128.1742,1.505,0.6234
2012-03-31,74.1345,0.6627,0.0739,1.8221,1.2553,0.9917,487.44,6.3035,18.597,5.5865,1.0844,50.56,3.723,83.0,1134.2,0.2777,3.056,28.8982,12.7691,0.6126,5.669,0.3845,2.666,42.934,3.1017,3.64,29.3479,3.75,1.2553,7.6575,6.6046,0.9027,30.808,6.4114,3.6725,1.2616,1.0,19.501,0.9624,0.376,4.2893,562.57,7.2622,1792.07,0.7508,219.98,126.4,9163.0,12260.0,147.77,1.9324,81.4,1.2154,90.742,128.1742,1.505,0.6234
2012-03-30,74.0811,0.6627,0.0739,1.8334,1.2572,0.9991,489.76,6.2943,18.521,5.5705,1.0844,51.16,3.715,82.15,1137.8,0.2778,3.068,28.8828,12.8093,0.6126,5.6933,0.3845,2.666,43.0,3.1191,3.64,29.3282,3.75,1.2572,7.6733,6.6209,0.9031,30.844,6.4169,3.6725,1.2616,1.0,19.542,0.9614,0.376,4.2893,562.57,7.2622,1784.66,0.7487,221.61,126.47,9180.0,12260.0,147.65,1.9324,81.95,1.2235,90.7029,128.1878,1.5062,0.6246
2012-03-29,74.2446,0.6627,0.0739,1.8223,1.2577,0.9999,488.71,6.2932,18.674,5.6037,1.0844,51.15,3.734,82.65,1137.2,0.2778,3.0685,28.8906,12.8489,0.6126,5.7505,0.3845,2.668,43.0,3.1234,3.64,29.2853,3.75,1.2577,7.7321,6.6385,0.9072,30.849,6.4044,3.6725,1.2616,1.0,19.593,0.9642,0.376,4.2893,562.57,7.3046,1771.25,0.7535,220.0,127.1,9188.0,12260.0,147.56,1.9324,81.25,1.2231,90.7188,129.747,1.5019,0.6299
2012-03-28,74.1451,0.6627,0.0739,1.8135,1.2568,0.9984,486.42,6.2912,18.448,5.5755,1.0844,50.92,3.724,82.98,1136.8,0.2776,3.0645,28.9255,12.8039,0.6126,5.7067,0.3845,2.669,42.942,3.11,3.64,29.0845,3.75,1.2568,7.6575,6.6506,0.9034,30.758,6.4162,3.6725,1.2616,1.0,19.541,0.959,0.376,4.2893,562.57,7.2727,1762.93,0.7498,218.9,126.66,9180.0,12260.0,147.75,1.9324,81.1,1.2185,90.7833,129.9537,1.5003,0.6283
2012-03-27,74.0705,0.6627,0.0739,1.8143,1.2588,0.9928,486.31,6.284,18.455,5.5769,1.0844,50.91,3.715,82.87,1138.1,0.2776,3.0695,28.9757,12.6706,0.6126,5.6784,0.3845,2.67,42.976,3.0939,3.64,28.9468,3.75,1.2588,7.5752,6.681,0.9027,30.693,6.422,3.6725,1.2616,1.0,19.528,0.9508,0.376,4.2893,562.57,7.2098,1759.58,0.75,217.71,126.38,9188.0,12260.0,147.66,1.9324,82.16,1.2149,90.8058,130.1636,1.5074,0.6268
2012-03-26,74.1274,0.6627,0.0739,1.8194,1.2606,0.9922,489.54,6.2858,18.551,5.6008,1.0844,51.31,3.734,82.7,1133.8,0.278,3.0705,29.0273,12.6795,0.6126,5.7314,0.3845,2.67,43.05,3.1348,3.64,29.2311,3.75,1.2606,7.6094,6.7476,0.9104,30.764,6.4026,3.6725,1.2616,1.0,19.53,0.9568,0.376,4.2893,562.57,7.2359,1760.17,0.7532,221.94,126.65,9181.0,12260.0,147.75,1.9324,81.88,1.2214,90.8026,130.2927,1.5106,0.63
2012-03-25,74.1274,0.6627,0.0739,1.8194,1.2606,0.9922,489.54,6.2858,18.551,5.6008,1.0844,51.31,3.734,82.7,1133.8,0.278,3.0705,29.0273,12.6795,0.6126,5.7314,0.3845,2.67,43.05,3.1348,3.64,29.2311,3.75,1.2606,7.6094,6.7476,0.9104,30.764,6.4026,3.6725,1.2616,1.0,19.53,0.9568,0.376,4.2893,562.57,7.2359,1760.17,0.7532,221.94,126.65,9181.0,12260.0,147.75,1.9324,81.88,1.2214,90.8026,130.2927,1.5106,0.63
2012-03-24,74.1274,0.6627,0.0739,1.8194,1.2606,0.9922,489.54,6.2858,18.551,5.6008,1.0844,51.31,3.734,82.7,1133.8,0.278,3.0705,29.0273,12.6795,0.6126,5.7314,0.3845,2.67,43.05,3.1348,3.64,29.2311,3.75,1.2606,7.6094,6.7476,0.9104,30.764,6.4026,3.6725,1.2616,1.0,19.53,0.9568,0.376,4.2893,562.57,7.2359,1760.17,0.7532,221.94,126.65,9181.0,12260.0,147.75,1.9324,81.88,1.2214,90.8026,130.2927,1.5106,0.63
2012-03-23,74.1274,0.6627,0.0739,1.825,1.2628,0.9982,487.72,6.2891,18.674,5.6151,1.0844,51.31,3.735,82.71,1135.3,0.278,3.0775,29.0273,12.6795,0.6126,5.768,0.3845,2.669,43.049,3.1348,3.64,29.4038,3.75,1.2628,7.724,6.7449,0.911,30.779,6.4187,3.6725,1.2616,1.0,19.56,0.9618,0.376,4.2893,562.57,7.2939,1761.87,0.7552,221.36,126.08,9181.0,12260.0,147.75,1.9324,80.83,1.234,90.8026,130.1728,1.5164,0.6321
2012-03-22,74.1274,0.6627,0.0739,1.8267,1.2637,1.0003,484.98,6.3004,18.787,5.6474,1.0844,50.91,3.755,83.3,1127.4,0.2782,3.0802,29.028,12.833,0.6126,5.7902,0.3845,2.669,43.025,3.168,3.64,29.2447,3.75,1.2637,7.7368,6.7601,0.916,30.775,6.4031,3.6725,1.2616,1.0,19.568,0.962,0.376,4.2893,562.57,7.3046,1758.03,0.7595,223.18,126.49,9173.0,12260.0,147.75,1.9324,80.84,1.2318,90.7762,130.4119,1.5082,0.6332
2012-03-21,74.1274,0.6627,0.0739,1.8259,1.2629,0.9931,485.61,6.3092,18.617,5.6222,1.0844,50.59,3.743,83.66,1123.1,0.2782,3.086,29.0418,12.6833,0.6126,5.7546,0.3845,2.669,42.925,3.1173,3.64,29.2079,3.75,1.2629,7.7368,6.7182,0.9109,30.763,6.4018,3.6725,1.2616,1.0,19.55,0.9531,0.376,4.2893,562.57,7.2622,1759.78,0.7561,218.76,125.69,9180.0,12260.0,147.75,1.9324,80.55,1.2238,90.7479,129.609,1.5082,0.6311
2012-03-20,74.1274,0.6627,0.0739,1.809,1.2583,0.9933,482.83,6.3029,18.537,5.6337,1.0844,50.25,3.749,83.66,1123.0,0.2782,3.059,29.0629,12.6935,0.6126,5.763,0.3845,2.67,42.936,3.1288,3.64,29.1652,3.75,1.2583,7.6177,6.7362,0.9137,30.753,6.4156,3.6725,1.2616,1.0,19.558,0.9461,0.376,4.2893,562.57,7.2516,1758.38,0.7577,220.16,126.05,9160.0,12260.0,147.71,1.9324,80.15,1.2104,90.7266,127.755,1.5142,0.6314
2012-03-19,74.1274,0.6627,0.0739,1.8018,1.2579,0.988,480.9,6.3082,18.653,5.6544,1.0844,50.12,3.762,83.53,1124.4,0.2784,3.0525,29.1014,12.6935,0.6126,5.7418,0.3845,2.669,42.927,3.1361,3.64,29.2224,3.75,1.2579,7.5672,6.7662,0.9168,30.696,6.404,3.6725,1.2616,1.0,19.475,0.9427,0.376,4.2893,562.57,7.2254,1758.38,0.7605,220.45,126.53,9168.0,12260.0,147.72,1.9324,80.3,1.2117,90.7264,124.9584,1.5196,0.6301
2012-03-18,74.1274,0.6627,0.0739,1.8018,1.2579,0.988,480.9,6.3082,18.653,5.6544,1.0844,50.12,3.762,83.53,1124.4,0.2784,3.0525,29.1014,12.6935,0.6126,5.7418,0.3845,2.669,42.927,3.1361,3.64,29.2224,3.75,1.2579,7.5672,6.7662,0.9168,30.696,6.404,3.6725,1.2616,1.0,19.475,0.9427,0.376,4.2893,562.57,7.2254,1758.38,0.7605,220.45,126.53,9168.0,12260.0,147.72,1.9324,80.3,1.2117,90.7264,124.9584,1.5196,0.6301
2012-03-17,74.1274,0.6627,0.0739,1.8018,1.2579,0.988,480.9,6.3082,18.653,5.6544,1.0844,50.12,3.762,83.53,1124.4,0.2784,3.0525,29.1014,12.6935,0.6126,5.7418,0.3845,2.669,42.927,3.1361,3.64,29.2224,3.75,1.2579,7.5672,6.7662,0.9168,30.696,6.404,3.6725,1.2616,1.0,19.475,0.9427,0.376,4.2893,562.57,7.2254,1758.38,0.7605,220.45,126.53,9168.0,12260.0,147.72,1.9324,80.3,1.2117,90.7264,124.9584,1.5196,0.6301
2012-03-16,74.5327,0.6627,0.0739,1.8006,1.2598,0.9914,484.53,6.32,18.682,5.6691,1.0844,50.31,3.769,83.55,1129.1,0.2792,3.05,29.1393,12.6645,0.6126,5.7548,0.3845,2.669,43.061,3.1688,3.64,29.3578,3.75,1.2598,7.629,6.7874,0.9233,30.709,6.4002,3.6725,1.2616,1.0,19.417,0.9491,0.376,4.2893,562.57,7.2464,1761.02,0.7624,220.45,127.44,9178.0,12260.0,147.51,1.9324,80.4,1.2203,90.745,124.8562,1.5225,0.6355
2012-03-15,74.6784,0.6627,0.0739,1.8146,1.2674,0.9929,485.71,6.3359,18.809,5.6941,1.0844,50.22,3.784,83.98,1123.8,0.2792,3.0605,29.1119,12.6591,0.6126,5.795,0.3845,2.671,42.734,3.1723,3.64,29.5822,3.75,1.2674,7.6677,6.847,0.9266,30.808,6.4119,3.6725,1.2616,1.0,19.475,0.9554,0.376,4.2893,562.57,7.2939,1761.04,0.7659,220.45,127.58,9193.0,12260.0,147.73,1.9324,79.9,1.2344,90.7254,124.0149,1.5225,0.6377
2012-03-14,74.6144,0.6627,0.0739,1.8102,1.2607,0.9915,484.71,6.3328,18.845,5.692,1.0844,49.9,3.787,83.15,1121.5,0.2789,3.0375,29.0986,12.6719,0.6126,5.7778,0.3845,2.669,42.565,3.1699,3.64,29.5125,3.75,1.2607,7.6316,6.8016,0.9256,30.709,6.3998,3.6725,1.2616,1.0,19.567,0.9481,0.376,4.2893,562.57,7.2727,1760.77,0.7656,223.44,127.35,9193.0,12260.0,147.95,1.9324,79.75,1.2158,90.7653,122.5335,1.5172,0.6367
2012-03-13,74.6323,0.6627,0.0739,1.8157,1.2558,0.9905,484.81,6.3259,18.832,5.6941,1.0844,49.85,3.775,82.35,1122.1,0.2784,3.0215,29.1053,12.6336,0.6126,5.7069,0.3845,2.669,42.682,3.1288,3.64,29.5091,3.75,1.2558,7.5585,6.7885,0.9198,30.59,6.4103,3.6725,1.2616,1.0,19.579,0.9476,0.376,4.2893,562.57,7.2307,1766.1,0.7659,223.29,126.82,9165.0,12260.0,147.93,1.9324,79.85,1.2216,90.6878,121.8491,1.5164,0.639
2012-03-12,74.5504,0.6627,0.0739,1.7767,1.2594,0.9935,483.46,6.3282,18.723,5.6672,1.0844,49.94,3.786,82.24,1116.1,0.2787,3.0245,29.1053,12.715,0.6126,5.7013,0.3845,2.668,42.503,3.1285,3.64,29.6666,3.75,1.2594,7.582,6.8098,0.9198,30.642,6.4135,3.6725,1.2616,1.0,19.707,0.9494,0.376,4.2893,562.57,7.2307,1762.08,0.7623,222.92,126.36,9160.0,12260.0,147.99,1.9324,79.75,1.2198,90.7311,121.2846,1.5074,0.6394
2012-03-11,74.5504,0.6627,0.0739,1.7767,1.2594,0.9935,483.46,6.3282,18.723,5.6672,1.0844,49.94,3.786,82.24,1116.1,0.2787,3.0245,29.1053,12.715,0.6126,5.7013,0.3845,2.668,42.503,3.1285,3.64,29.6666,3.75,1.2594,7.582,6.8098,0.9198,30.642,6.4135,3.6725,1.2616,1.0,19.707,0.9494,0.376,4.2893,562.57,7.2307,1762.08,0.7623,222.92,126.36,9160.0,12260.0,147.99,1.9324,79.75,1.2198,90.7311,121.2846,1.5074,0.6394
2012-03-10,74.5504,0.6627,0.0739,1.7767,1.2594,0.9935,483.46,6.3282,18.723,5.6672,1.0844,49.94,3.786,82.24,1116.1,0.2787,3.0245,29.1053,12.715,0.6126,5.7013,0.3845,2.668,42.503,3.1285,3.64,29.6666,3.75,1.2594,7.582,6.8098,0.9198,30.642,6.4135,3.6725,1.2616,1.0,19.707,0.9494,0.376,4.2893,562.57,7.2307,1762.08,0.7623,222.92,126.36,9160.0,12260.0,147.99,1.9324,79.75,1.2198,90.7311,121.2846,1.5074,0.6394
2012-03-09,74.5186,0.6627,0.0739,1.7697,1.2522,0.9895,485.03,6.3073,18.735,5.6366,1.0844,50.02,3.786,81.62,1119.8,0.2787,3.0035,29.1101,12.6299,0.6126,5.6554,0.3845,2.668,42.687,3.1126,3.64,29.6666,3.75,1.2522,7.5242,6.7264,0.9116,30.54,6.407,3.6725,1.2616,1.0,19.554,0.9383,0.376,4.2893,562.57,7.1788,1765.06,0.7581,222.37,125.24,9133.0,12260.0,147.99,1.9324,80.42,1.2133,90.8289,121.3827,1.5068,0.6331
2012-03-08,74.298,0.6627,0.0739,1.7692,1.2564,0.9921,491.57,6.3235,18.706,5.6143,1.0844,50.02,3.786,81.3,1126.4,0.2782,3.017,29.1321,12.784,0.6126,5.6041,0.3845,2.671,42.987,3.122,3.64,29.6666,3.75,1.2564,7.5133,6.772,0.9107,30.623,6.3964,3.6725,1.2616,1.0,19.588,0.9432,0.376,4.2893,562.57,7.1788,1773.88,0.7552,221.86,125.26,9163.0,12260.0,147.96,1.9324,80.42,1.2249,90.8419,121.8291,1.5105,0.6328
2012-03-07,74.5542,0.6627,0.0739,1.7556,1.2616,0.9993,489.68,6.3213,18.957,5.6665,1.0844,50.57,3.808,80.72,1120.3,0.2782,3.0295,29.0601,12.9469,0.6126,5.6768,0.3845,2.674,42.913,3.1631,3.64,29.6621,3.75,1.2616,7.6544,6.7898,0.9179,30.623,6.391,3.6725,1.2616,1.0,19.587,0.9489,0.376,4.2893,562.57,7.2674,1779.32,0.7622,223.98,125.39,9190.0,12260.0,147.93,1.9324,80.4,1.2306,90.9124,121.8291,1.509,0.6356
2012-03-06,74.5578,0.6627,0.0739,1.7314,1.2614,1.0015,485.06,6.3141,18.905,5.6522,1.0844,50.03,3.814,81.41,1118.4,0.278,3.0215,28.9728,12.9777,0.6126,5.6656,0.3845,2.675,42.821,3.1557,3.64,29.4508,3.75,1.2614,7.6232,6.7192,0.918,30.689,6.394,3.6725,1.2616,1.0,19.569,0.9422,0.376,4.2893,562.57,7.2307,1774.03,0.7603,223.05,126.03,9163.0,12260.0,147.95,1.9324,79.71,1.2186,90.9145,121.9427,1.5068,0.6341
2012-03-05,74.596,0.6627,0.0739,1.7245,1.2568,0.9936,484.47,6.3121,18.739,5.6234,1.0844,49.8,3.8,81.58,1114.5,0.2782,3.016,28.8782,12.8339,0.6126,5.6127,0.3845,2.674,42.672,3.1355,3.64,29.2892,3.75,1.2568,7.5742,6.6884,0.9148,30.65,6.3982,3.6725,1.2616,1.0,19.433,0.9331,0.376,4.2893,562.57,7.1994,1775.69,0.7564,221.32,126.3,9130.0,12260.0,147.93,1.9324,79.2,1.2038,91.0608,120.892,1.5015,0.6323
